Scan Code,Modifier,Description,Price,Cost,Units/Case,Department ID,Tax Type ID,Is FoodStampable,Current Inventory,Price Group Name,Vendor Name,Linked Item,Column1,Column2,Column3
08069207032,0,strike amd light (lighter),0.84,11.37,1,600,101,-1,6,,,,,,
69415560223,0,FIFO Ear Buds,5.99,1.99,1,600,101,0,-9,,,,,,
74767010100,0,STUN GUN,27.99,18.99,1,600,101,0,0,,,,,,
74767010069,0,LIPSTICK STUN GUN,27.99,18,1,600,101,0,-1,,,,,,
74767010022,0,LIPSTICK STUN GUN,27.99,18.08,1,600,101,0,-1,,,,,,
01935800036,0,winter Hat,2.99,0.99,1,600,101,0,-1,,,,,,
09492256761,0,LIBIGROW #,5.99,3.25,1,600,101,1,0,,,,,,
02260097820,0,TROJAN WARM SENSATION,3.99,0,1,600,101,1,0,,,,,,
05070055711,0,PARADE CHARCOAL,3.39,2,1,600,101,1,0,,,,,,
71941040001,0,5 HR ENRGY LEM/LIM CU,2.99,1.5,1,600,101,0,0,,,,,,
03160011711,0,KIWI LIQUID WHIT,3.99,0,1,600,101,1,-1,,,,,,
08069204001,0,STRIKE N LITE,0.94,0.1137,100,600,101,0,170,LIGHTERS,Sams Club,,,,
07033000002,0,BIC MINI LIGHTER,1.41,0.5847,53,600,101,0,72,LIGHTERS,Colonial Grocers,,,,
07617105012,0,LITTLE TREE PUMP STRAWBERRY,3.99,1.39,1,600,101,0,-7,,,,,,
79255470104,0,GILLETTE SHAVE KIT,3.95,2.6,1,600,101,0,6,,H.T.Hackney,,,,
07301031409,0,TAMPAX SUPER FLSH APPL SS,3.75,2.27,1,600,101,1,5,,H.T.Hackney,,,,
71941060001,0,5-HR DECAF,2.99,1.5,1,600,101,0,-3,5- hour energy,,,,,
71941020001,0,5 HR ENRGY GRAPE,2.99,1.4583,12,600,101,0,-9,5- hour energy,Colonial Grocers,,,,
71941080001,0,5 HR POMOGRANATE,2.99,1.5,12,600,101,1,6,5- hour energy,Ace Distributors,,,,
71941070001,0,5 HR ENRGY XTR STRGTH,3.29,1.6658,12,600,101,0,-28,5- hour energy,B & A SALES LLC,,,,
71941030001,0,5 HR ENRGY ORANGE,2.99,1.4991,12,600,101,0,-31,5- hour energy,Ace Distributors,,,,
71941072001,0,5 HR EX ENRGY GRAPE,3.29,1.6666,12,600,101,0,-1,5- hour energy,Ace Distributors,,,,
71941016001,0,5-HOUR ENERGY CHERRY,2.99,1.5,12,600,101,0,0,5- hour energy,,,,,
71941074001,0,5-hour ENERGY XT/STREN STRAW/WATER,2.99,1.75,12,600,101,0,-5,5- hour energy,,,,,
71941014011,0,5 HOUR ENERGY PINK LMND,2.99,1.5,12,600,101,0,-21,5- hour energy,Ace Distributors,,,,
71941075001,0,5HR ENERGY PEACH,2.99,1.6666,12,600,101,0,-4,5- hour energy,Ace Distributors,,,,
82791207352,0,STIFFNIGHT,5.99,3.25,1,600,101,0,0,,,,,,
04133321501,0,DURACELL AA 2PK #,2.49,1.49,1,600,101,0,-5,,,,,,
35828694004,0,STACKER II EPHED #,1.99,1.2,1,600,101,1,0,,,,,,
04133341501,0,DURACELL AA 4PK,6.05,4,1,600,101,0,0,,,,,,
04133311601,0,DURACELL 9V,4.49,3,1,600,101,1,0,,,,,,
85708400005,0,STAMINA RX,2.99,1.5,1,600,101,1,0,,,,,,
04145700060,0,C VALET HAIR NETS BLACK 3PK,0.99,0.5,1,600,101,0,4,,H.T.Hackney,,,,
03700012442,0,SECRET SOLID STICK PWD F8,2.75,1.72,1,600,101,1,9,,H.T.Hackney,,,,
79255470128,0,LIL E HAND SANITIZER    8,2.35,1.46,1,600,101,0,-2,,H.T.Hackney,,,,
07940092280,0,SUAVE SHAMPOO WATERFALL 8,1.85,1.15,1,600,101,0,2,,H.T.Hackney,,,,
04460071175,0,1QT Kingsford Odorless Charcoal Lighter,5.09,3.3091,12,600,101,0,2,,H.T.Hackney,,,,
05070030381,0,PARADE COLD CUP,2.89,2.32,1,600,101,1,-2,,H.T.Hackney,,,,
07015800004,0,KRAZY GLUE GEL          2,2.29,1.375,12,600,101,0,1,,H.T.Hackney,,,,
03600037403,0,KLEENEX FACIAL TISSUE UP,2.29,2.06,1,600,101,0,4,,H.T.Hackney,,,,
03600037390,0,KLEENEX FACIAL TISSUE WH7,2.89,2.07,1,600,101,0,1,,H.T.Hackney,,,,
79255470111,0,LIL E MOUTHWASH SCOPE   8,1.85,1.11,1,600,101,0,6,,H.T.Hackney,,,,
04815590020,0,P/H PINE CLEANER        7,1.49,1.05,1,600,101,0,8,,H.T.Hackney,,,,
74767010102,0,TRIGGER STUN GUN,27.99,17,1,600,101,0,9,.99c 4 KINGS CIGAR ,Security Products Rus,,,,
88348400087,0,PERT SHAMPOO NORMAL #,3.65,0,1,600,101,1,0,,,,,,
79255462021,0,CARMEX JAR BLISTER,1.99,1.2,1,600,101,0,-4,,,,,,
07707103549,0,COOLER PROMO 30 QT      3,3.69,2.25,1,600,101,0,0,,,,,,
08089301035,0,LIL A TIRE REPAIR KIT  L8,2.95,1.5,1,600,101,1,0,,,,,,
70510583073,0,XXX LIBIGROW,5.99,3.25,1,600,101,0,0,,,,,,
02260095321,0,TROJAN PLEASURE PACK,3.99,0,1,600,101,1,0,,,,,,
79974528204,0,GINSING DRINK WT HONEY,2.99,1.5,1,600,101,0,0,,,,,,
04316890103,0,LIGHT BULB 40 WATTS,2.49,1.49,1,600,101,0,0,,,,,,
07707100061,0,COOLER W/PLASTIC HNDLE  3,5.79,3.25,1,600,101,0,0,,,,,,
69415535621,0,RETRACTABLE MICR #,11.99,5,1,600,101,1,-3,,,,,,
03660082801,0,CHAPSTICK LIPMOIST BC,1.99,1.2,1,600,101,0,-19,,,,,,
07447073267,0,GRANDMA ALMANAC,6,3.9,1,600,101,-1,2,,Britt's Ind.,,,,
07033050606,0,Spinner,8.99,2.5,1,600,101,0,12,,Ace Distributors,,,,
07447077872,0,DREAMBOOK,6,3.9,1,600,101,-1,1,,Britt's Ind.,,,,
61379652230,0,HEAVENLY PAPER TOWEL 30 CT,1.48,0.6663,30,600,101,-1,28,,Ace Distributors,,,,
66676696026,0,THREE WISE MEN DREAMBOOK,5,3.25,1,600,101,-1,1,,Britt's Ind.,,,,
63018724001,0,CANDLES,1.49,0.9,1,600,101,0,-3,,,,,,
08089301047,0,LIL A KEY PADLOCK LA047 8,4.89,3,1,600,101,1,0,,,,,,
08089301036,0,RUBBER PAT,1.75,1.2,1,600,101,1,0,,,,,,
08089301019,0,LIL A DLX METAL TIRE GAU8,3.45,2,1,600,101,1,-4,,,,,,
07364074500,0,ELEMENTS CLIPS 200ct,1.49,1,1,600,101,0,0,,,,,,
89530100113,0,TWEAKER POM,0.99,0,1,600,101,0,0,,,,,,
03600025844,0,KLEENEX FACIAL TISSUE WH,2.89,1.5,1,600,101,1,0,,,,,,
89530100119,0,TWEAKER BERRY,0.99,0,1,600,101,0,0,,,,,,
89530100118,0,TWEAKER GRAPE,0.99,0,1,600,101,0,0,,,,,,
65833122222,0,VISINE,3.29,2,1,600,101,1,0,,,,,,
02100003872,0,kraft hickory bbr sauce,2.79,1.5,1,600,101,0,0,,,,,,
03660081501,0,CHAP STICK CHERRY,1.99,1.2,1,600,101,0,0,,,,,,
05070004318,0,PARADE CHARCOAL STARTER 7,3.47,2.35,1,600,101,1,-6,,H.T.Hackney,,,,
30521232600,0,VASELINE PETROLEUM ORIGINAL,3.29,1.99,1,600,101,-1,2,,Ace Distributors,,,,
03500055300,0,COLGATE T-BRUSH PLUS SOF8,2.09,1.27,1,600,101,0,6,,H.T.Hackney,,,,
01113212552,0,ALPO PRIME CUTS BEEF    7,1.49,0.96,1,600,101,0,0,,H.T.Hackney,,,,
61772325329,0,BICYCLE REPAIR TIRE KIT,2.49,0.89,1,600,101,-1,4,,Ace Distributors,,,,
36671568384,0,LIL D NAIL POLISH REMOVE8,2.79,1.67,1,600,101,0,3,,H.T.Hackney,,,,
02185400200,0,DUCT TAPE,1.65,1.2,1,600,101,0,0,,,,,,
03600025819,0,KLEENEX TISSUE UPR ASST,2.89,1.5,1,600,101,1,0,,,,,,
81485901337,0,ZX 650 DIG SCALE #,29.99,0,1,600,101,1,0,,,,,,
81485901320,0,scales,29.99,0,1,600,101,1,0,,,,,,
05267901885,0,REAL BIG SHOT,2.69,1.5,1,600,101,0,0,,,,,,
67827498610,0,NITRO BERRY,5.99,3.25,1,600,101,0,0,,,,,,
08069205348,0,Clear Lighters,0.94,0.1,50,600,101,0,-89,,,,,,
69415560101,0,phonecharger #,9.99,5,1,600,101,1,-4,,,,,,
73621170299,0,spartan #,5.99,3.25,1,600,101,1,0,,,,,,
01200003029,0,16OZ PEPSI,1.29,0.68,1,600,101,0,-13,,,,,,
03700097378,0,DAWN ORIGINAL LIQ DISH S7,2.09,1.39,1,600,101,0,15,,H.T.Hackney,,,,
69254193507,0,STOCKING WAVE CAP,1.99,0.4991,12,600,101,-1,-1,,Ace Distributors,,,,
05070055432,0,PARADE DIAPERS #3,6.39,4,1,600,101,0,-1,,,,,,
75951400015,0,B P COOL WATER,3.99,2.25,1,600,101,0,0,,,,,,
75951400053,0,B P PINEAPPLE,3.99,2.25,1,600,101,0,0,,,,,,
75951400007,0,BLUNT POWER,3.99,2.25,1,600,101,0,0,,,,,,
75951400033,0,B P MANGO,3.99,2.25,1,600,101,0,0,,,,,,
75951400114,0,B P STRAWBERRY,3.99,2.25,1,600,101,0,0,,,,,,
05070029203,0,PARADE TRASH D/STRING 307,4.79,3,1,600,101,0,0,,,,,,
05070055654,0,PARADE 4 ROLL,1.59,0.9,1,600,101,0,0,,,,,,
08069295008,0,GAUCHO RED LND BROWN JER8,2.35,1.49,1,600,101,0,0,,,,,,
63485800053,0,CHAP LIP,0.99,0,1,600,101,0,0,,,,,,
75951400025,0,B P GREEN APPLE,3.99,2.25,1,600,101,0,0,,,,,,
00039402656,0,DURACELL AAA 2 PAC,2.49,1.49,1,600,101,0,0,,,,,,
00039402671,0,DURACELL AA 2 PK,2.49,1.49,1,600,101,0,0,,,,,,
00039402677,0,DURACELL AAA 4 PK,3.99,0,1,600,101,0,0,,,,,,
00039409601,0,AA DURACELL 4PK,3.99,2.25,1,600,101,0,0,,,,,,
81651801313,0,CRYSTAL CLEAR,2.49,1.49,1,600,101,0,0,,,,,,
02005531060,0,PARADE LIGHT BULB 60 WAT,1.49,0.9,1,600,101,0,-5,,,,,,
02005531100,0,PARADE LIGHT BULB 100 WAT,2.05,1.49,1,600,101,0,0,,,,,,
07385495492,0,PLAYING CARD,2.99,1.5,1,600,101,0,0,,,,,,
75951400213,0,B P SANDALWOOD,3.99,2.25,1,600,101,0,0,,,,,,
75951400042,0,B P ORANGE,3.99,2.25,1,600,101,0,0,,,,,,
75951400117,0,B P ZAPP,3.99,2.25,1,600,101,0,0,,,,,,
00006001439,0,VASELINE,1.99,0,1,600,101,0,0,,,,,,
04316890009,0,LIGHT BLUB 100W,2.99,1.5,1,600,101,0,0,,,,,,
89125932210,0,DURACELL AA 2PK,2.49,1.49,1,600,101,0,0,,,,,,
89125952210,0,DURACELL AAA 2PK,2.49,1.49,1,600,101,0,0,,,,,,
94579471007,0,CLEAR LIGHTR,0.69,0,50,600,101,0,0,,,,,,
04138800008,0,Blistex Chap Stick Mint,1.99,0.88,1,600,101,0,-16,,Ace Distributors,,,,
07385495192,0,Playing Card #,2.99,1.5,1,600,101,1,0,,,,,,
69415535812,0,CELL PHONE CHARGER #,9.99,5,1,600,101,1,-4,,,,,,
79377032836,0,HAND GLOWS,1.99,1.2,1,600,101,0,0,,,,,,
00061600362,0,VASELINE JELLY,1.99,0,1,600,101,1,0,,,,,,
30000091092,0,POCKET KNIFE,14.99,7.5,1,600,101,0,-31,,,,,,
75951400060,0,B P ROSE,3.99,2.25,1,600,101,0,0,,,,,,
08069295035,0,GAUCHO ORANGE CAMOFLAGE 8,1.85,1.2,1,600,101,0,0,,,,,,
75951400118,0,B P CURVE NEW,3.99,2.25,1,600,101,0,0,,,,,,
75951403000,0,B P POLO BLACK TYPE,3.99,2.25,1,600,101,0,0,,,,,,
05464250004,0,AAA 4PK,3.99,2.25,1,600,101,0,-4,,,,,,
07015800003,0,KRAZY GLUE              8,2.19,1.49,1,600,101,0,0,,,,,,
75951400248,0,B P BLUEBERRY,3.99,2.25,1,600,101,0,0,,,,,,
83765422614,0,DICE,0.94,0,1,600,101,1,0,,,,,,
04138800007,0,BLISTEX BERRY,1.99,0.88,1,600,101,0,-24,,Ace Distributors,,,,
75951400134,0,B P APRICOT PEACH,3.99,2.25,1,600,101,0,0,,,,,,
42667781090,0,FITTED HAT 3.50,4.99,3,1,600,101,0,0,,,,,,
00039407301,0,BATT DURACELL AAA 2PK,2.49,1.49,1,600,101,0,0,,,,,,
08069285005,0,GAUCHO LARGE PVC BROWN J7,1.59,0.9,1,600,101,0,0,,,,,,
87125612528,0,Axe Deodorant Musk Spray,3.99,1.99,1,600,101,0,0,,Ace Distributors,,,,
63622701516,0,WAVE CAP,1.99,0.95,1,600,101,0,-6,,,,,,
61882220004,0,DURACEL AA,3.99,2.25,1,600,101,0,0,,,,,,
87430500463,0,L G TONE W L SRO HEADSET,39.99,20,1,600,101,0,-29,,,,,,
00039406612,0,DURACELL AA 4,3.99,2.25,1,600,101,0,0,,,,,,
81129802003,0,CHEAP LIGHTER,0.79,0,1,600,101,0,0,,,,,,
79377032008,0,GLOVES ,2.99,1,1,600,101,0,-3,,Ace Distributors,,,,
73058627239,0,Pocket Knife,14.99,6,1,600,101,-1,6,,Ace Distributors,,,,
79255470070,0,LIL N SCOPE MOUTHWASH  PEG 700,1.79,1.08,1,600,101,0,3,,H.T.Hackney,,,,
72390597603,0,POCKET KNIFE,14.99,6,1,600,101,-1,14,,Ace Distributors,,,,
08019638462,0,CAN and BOTTLE OPENER,1.49,0.89,1,600,101,-1,1,,Ace Distributors,,,,
69254193505,0,STOCK WAVE CAP,1.99,0.9983,6,600,101,-1,0,,Ace Distributors,,,,
81368002054,0,THERMAL,9.99,4.75,1,600,101,0,176,,SPARKLING WHOLESALER LLC,,,,
64716646975,0,FIFO HANDS FREE,7.99,3,1,600,101,0,-2,,EZ Holdings,,,,
89187500460,0,GOLD LION 72 HOURS,5.99,2.5,24,600,101,-1,16,,ELITE DISTRIBUTORS LLC,,,,
89187500462,0,PINK PUSSYCAT,5.99,2.5,24,600,101,-1,14,,ELITE DISTRIBUTORS LLC,,,,
00039407720,0,DURACEL 9V,3.99,2.25,1,600,101,0,0,,,,,,
79450475751,0,4.2.0 ODOR ELIMINATOR,4.99,3,1,600,101,0,0,,,,,,
69415510225,0,ANDROID CODE   L,7.99,3,1,600,101,0,6,,,,,,
61414199999,0,TOY $1.99,1.99,0,1,600,101,0,0,,,,,,
61772325310,0,NAIL CUTTER,1.99,0.99,36,600,101,0,12,,,,,,
75275401077,0,SUPER MAX,1.99,1,1,600,101,0,-3,,,,,,
85576500140,0,SCENT BOMB            ,3.99,2,4,600,101,0,-7,,,,,,
74681715000,0,STYLING GEL #,1.99,0,1,600,101,0,-1,,,,,,
87117001168,0,STOCKING CAP,1.99,1.2,1,600,101,0,0,,,,,,
85576500139,0,SCENTBBIMB,3.99,2,4,600,101,0,-8,,Ace Distributors,,,,
85576500146,0,SCENT BOMB 1OZ H,3.99,2,20,600,101,0,-13,,Ace Distributors,,,,
75951400064,0,B P SRAWBERRY VANILLA,3.99,2.25,1,600,101,0,0,,,,,,
01122502999,0,LIGHT BULB,1.99,1.2,1,600,101,0,0,,,,,,
01122502998,0,LIGHT BLUB,1.99,1.2,1,600,101,0,0,,,,,,
38137117468,0,JOHNSONS BABY LOTION    8,1.59,0.95,1,600,101,0,3,,H.T.Hackney,,,,
72203141565,0,PEPPER BLITZ SPRAY,9.99,5,1,600,101,0,0,,,,,,
61645368877,0,RELOAD,5.99,3.25,1,600,101,0,-8,,,,,,
03000000621,0,ROSARY #,2.99,1.5,1,600,101,1,0,,,,,,
03000000622,0,VICKS INHALER,1.99,0,1,600,101,1,0,,,,,,
03000000625,0,CONDOM SINGLE,0.5,0,1,600,101,1,-11,,,,,,
03000001082,0,1.99 GLOVES,1.99,1.2,1,600,101,0,0,,,,,,
03000018000,0,SHELFI STICK,20,10,1,600,101,0,0,,,,,,
03511014278,0,AJAX OXG BLE CLNER,1.99,1.2,1,600,101,0,0,,,,,,
04023223351,0,ICE FROST,0.99,0,1,600,101,0,0,,,,,,
04672590001,0,HAIR GLUE,1.99,1.2,1,600,101,0,0,,,,,,
04740050757,0,CUSTOMS PLUS,1.17,0.3,1,600,101,0,0,,,,,,
09073310205,0,$2.9 JL CARS,2.99,1.5,1,600,101,0,-395,,,,,,
09492236552,0,Tornado blueberry,1,0,1,600,101,1,-1,,,,,,
11300053310,0,BAG AIR FRESHNE,2.99,1.5,1,600,101,1,-158,,,,,,
13843592770,0,L WHT R NECK,4.99,3,1,600,101,0,0,,,,,,
30000006245,0,MAGNUM SGL CONDOM,1,0.3,1,600,101,0,0,,,,,,
30000006252,0,LIFESTYLE CONDOM,1,0,1,600,101,0,0,,,,,,
30000091074,0,TSHIRT VN WHT,5.63,3.25,1,600,101,0,-14,,,,,,
30000091082,0,1.99 GLOVES,1.99,1.2,1,600,101,0,-16,,,,,,
30000091086,0,7.99 THERMALS,7.99,4.5,1,600,101,0,-24,,,,,,
50221429584,0,TOYS DINOSAURS,2.49,1.49,1,600,101,0,0,,,,,,
61412499999,0,TOY $2.49,2.49,1.49,1,600,101,0,0,,,,,,
61412999999,0,TOY $2.99,2.99,1.5,1,600,101,0,0,,,,,,
61414399999,0,TOY $3.99,3.99,0,1,600,101,0,0,,,,,,
61414599999,0,TOY $5.99,5.99,3.25,1,600,101,0,0,,,,,,
61645368862,0,APEX E VAPE PEN,19.99,10,1,600,101,0,0,,,,,,
67209151022,0,Valtn Jumbo Card,5,3,1,600,101,0,0,,,,,,
68340539537,0,URBN T SHIRTS,5.63,3.25,1,600,101,0,0,,,,,,
70037192473,0,PLATIM PLD AIR FRA,3.99,0,1,600,101,0,-81,,,,,,
70037192475,0,PLATIM PLUS AIR FRANCE,3.99,0,1,600,101,0,-51,,,,,,
70037192488,0,PLATINUM AIR FRWSHNER BTL,3.99,0,1,600,101,0,-98,,,,,,
70037192489,0,PURE RAIN,3.99,0,1,600,101,0,-26,,,,,,
72802814171,0,PRIMAL PERFOMANCE,5.99,3.25,1,600,101,0,0,,,,,,
75951400095,0,B P TANGERINE COCONUT,3.99,2.25,1,600,101,0,0,,,,,,
77785890289,0,TOOTHBRUSH,1.99,0,1,600,101,0,0,,,,,,
81056802199,0,YEZZ  ANDY 3.5E  SMART  PHONE,99,80,1,600,101,0,0,,,,,,
81915901274,0,PLUM AXE PLUS SMART PHONE,99,80,1,600,101,0,0,,,,,,
81915901278,0,PLUM CHECK PLUS SMART PHONE,119,90,1,600,101,0,0,,,,,,
81915901306,0,PLUM MIGHT PLUS SMART PHONE,119,90,1,600,101,0,0,,,,,,
81978301087,0,MAGIC CLIP,7.99,5,1,600,101,0,0,,,,,,
85000632442,0,COLGATE T/P,2.99,1.5,1,600,101,0,0,,,,,,
89762000055,0,DUCT TAPE,1.99,1.2,1,600,101,0,0,,,,,,
90181000028,0,INCENSE FOREST,0.94,0,1,600,101,0,0,,,,,,
90181000184,0,INCENSE POTPOIRRI,0.94,0,1,600,101,0,0,,,,,,
90181000300,0,INCENSE FLR BOUQUET,0.94,0,1,600,101,0,0,,,,,,
90181000373,0,INCENSE JEALOUSY,0.94,0,1,600,101,0,0,,,,,,
90181000618,0,INCENSE INDIAN MUSK,0.94,0,1,600,101,0,0,,,,,,
90542254703,0,DICE,0.5,0,1,600,101,0,0,,,,,,
94854170070,0,PHONE  HAND FREE,9.99,5,1,600,101,0,0,,,,,,
99100000073,0,BIC TIRE KIT,1.99,1.2,1,600,101,0,0,,,,,,
07565600541,0,DARTGUN,3.99,1.99,1,600,101,0,-16,,,,,,
69415560417,0,FIFO USB CABLE ,7.99,2.99,1,600,101,0,-12,,,,,,
69415560416,0,FIFO USB CABLE ,7.99,3,1,600,101,0,12,,,,,,
71375704370,0,APEXX 2 PILL,8.99,0,1,600,101,0,0,,,,,,
75951400103,0,B P ETERNITY,3.99,2.25,1,600,101,0,0,,,,,,
81485901230,0,DIGITAL SCALE #,29.99,0,1,600,101,1,0,,,,,,
61882220002,0,DURACELL ALK AA 2PK,2.49,1.49,1,600,101,0,0,,,,,,
80882905074,0,BABY OIL,1.99,0.99,1,600,101,0,-3,,,,,,
00039409600,0,DURACELL AA BAT,3.99,0,1,600,101,0,0,,,,,,
07429915068,0,5 CAR GIFT PACK,5.99,2.5,1,600,101,0,0,,,,,,
08816824176,0,INSULATED 24176,2.99,1.9,1,600,101,0,-4,,Ace Distributors,,,,
61776228607,0,ROYAL BRAID,0.99,0.5,1,600,101,0,-7,,,,,,
73843592384,0,G MAN SPORT ROUND NECK WHITE SML,5.63,3,1,600,101,0,-108,,,,,,
73843592386,0,G MAN BLACK T SMALL,5.63,3,1,600,101,0,-94,,,,,,
69415560208,0,FIFO WALL PLUG ,7.99,3,1,600,101,0,8,,,,,,
61204671226,0,IPHONE CHARGER,7.99,3,1,600,101,0,8,,,,,,
61204671230,0,USB CODE,6.99,3,1,600,101,0,23,,,,,,
76384698537,0,HANDS FREE ,7.99,3,1,600,101,0,20,,,,,,
02260064603,0,TROJAN MANGUM ULTRA THIN,3.09,1.5,1,600,101,0,-6,,,,,,
81466001080,0,WARRIOR SUNSCREEN 50,14.99,10,1,600,101,0,6,,,,,,
81466001113,0,WARRIOR SUNSCREEN 30,14.99,10,1,600,101,0,6,,,,,,
02260096003,0,TROJAN FIRE  ICE SS,3.99,1.78,1,600,101,0,26,,H.T.Hackney,,,,
02260097320,0,TROJAN HP SENSATIONS,3.99,1.4983,6,600,101,1,9,,Ace Distributors,,,,
02260093150,0,TROJAN ENZ LUB SPERMICID8,3.99,1.4766,6,600,101,0,-1,,Colonial Grocers,,,,
02260093050,0,TROJAN ENZ,3.99,1.3316,6,600,101,1,-7,,Ace Distributors,,,,
02260092620,0,TROJAN ULTRA THIN,3.99,1.4983,6,600,101,1,2,,Ace Distributors,,,,
38004095600,0,STAYFREE SUPER UNSCT MAX7,2.89,1.5,1,600,101,1,0,,,,,,
02260092050,0,TROJAN NON LUB,3.99,1.1666,6,600,101,1,-8,,Ace Distributors,,,,
03790099061,0,5OZ RONSON LIGHTER FLUID,2.99,1.75,1,600,101,0,1,,H.T.Hackney,,,,
79255410200,0,LIL N COMB POCKET       8,0.79,0.46,1,600,101,0,1,,H.T.Hackney,,,,
79255462001,0,CARMEX SOOTHING,1.99,1.45,1,600,101,0,8,,Ace Distributors,,,,
03600012323,0,KLEENEX POCKET PACK,0.49,0.2762,16,600,101,1,12,,H.T.Hackney,,,,
04160808720,0,SUMMERS EVE FRESH SCENT 8,1.75,1.03,1,600,101,0,0,,H.T.Hackney,,,,
07830008480,0,PLAYTEX DEO SPR,3.09,1.91,1,600,101,0,6,,H.T.Hackney,,,,
07830006322,0,HAND SAVER GLOVES YELLOW8,2.65,1.46,1,600,101,0,2,,H.T.Hackney,,,,
07279000011,0,SHAVING POWER GO #,3.29,1.99,1,600,101,1,-4,,Ace Distributors,,,,
03160011511,0,KIWI BLACK LIQUI,3.99,3.14,1,600,101,1,3,,H.T.Hackney,,,,
04740014500,0,GILL FOAM SHAVE         8,1.35,0.8,1,600,101,0,0,,H.T.Hackney,,,,
04316890109,0,BASIC LIGHT BULB 4pk,3.99,1.99,1,600,101,-1,-1,,Ace Distributors,,,,
01700001219,0,DIAL ANTIBAC HAND SANITI7,2.99,1.94,1,600,101,0,2,,H.T.Hackney,,,,
03500074000,0,COLGATE TOTAL ,1.79,0.6,1,600,101,-1,5,,Ace Distributors,,,,
03660081401,0,CHAP STICK STRBRY,1.99,1.02,1,600,101,0,-25,,Ace Distributors,,,,
07617110312,0,Tree strawberry,1.09,0.6,1,600,101,0,-9,,Ace Distributors,,,,
07617110101,0,TREE AIR FRESH ROYAL PIN8,1.19,0.6,1,600,101,0,-16,,Ace Distributors,,,,
07309650029,0,PANASONIC 9 V BATTERIES,2.99,1.67,1,600,101,-1,-6,,Ace Distributors,,,,
38137103005,0,JOHNSONS PINK BABY LOTION,2.99,1.62,1,600,101,0,23,,H.T.Hackney,,,,
03700018729,0,HEADSHOULDER 2 IN 1 SMOOTH,4.29,2.57,1,600,101,0,-1,,H.T.Hackney,,,,
03700000470,0,GAIN LIQ ORIGINAL 6 LOAD,2.49,1.31,1,600,101,0,0,,H.T.Hackney,,,,
60010851285,0,EXA SPRAY,3.99,2,1,600,101,-1,2,,Ace Distributors,,,,
81485901091,0,Digital Scale Aws Amw-600,29.99,0,1,600,101,1,0,,,,,,
70510582843,0,LIBIGROW 2OZ BTL,2.99,1.5,1,600,101,0,0,,,,,,
90181000039,0,INCENSE JASMINE,0.94,0,1,600,101,0,0,,,,,,
67209120206,0,MOTHERS DAY JUMBO CARDS,5,3,1,600,101,0,-10,,Eustis Food Mart,,,,
07162110082,0,POLAR STARTING FLUID 11OZ,4.29,2.15,1,600,101,-1,3,,Ace Distributors,,,,
07301021409,0,TAMPAX REG FLSH APP    SS,3.75,2.24,1,600,101,1,1,,H.T.Hackney,,,,
07301041409,0,TAMPAX SUPER PLU,3.75,2.24,1,600,101,1,-3,,H.T.Hackney,,,,
07617110189,0,TREE AIR FRESH NEW CAR S8,0.99,0.6,1,600,101,0,-6,,Ace Distributors,,,,
01920002522,0,LYSOL BOWL CLEANER,3.29,2.24,1,600,101,0,0,,H.T.Hackney,,,,
66774200110,0,PREGNANCY TEST KIT ,4.99,0.68,1,600,101,-1,-7,,Ace Distributors,,,,
01258703100,0,HANDI WIPES #,2.39,1.55,1,600,101,1,-1,,H.T.Hackney,,,,
79255470154,0,LIL E DENTAL PLACKERS   8,1.29,0.77,1,600,101,0,4,,H.T.Hackney,,,,
03500050909,0,COLGATE TOOTHPASTE      8,2.49,1.25,1,600,101,1,6,,Ace Distributors,,,,
09698601336,0,CUTEX LARGE,2.29,1.38,1,600,101,0,2,,H.T.Hackney,,,,
07940081670,0,SUAVE MOUSSE MAX HOLD   8,4.19,2.87,1,600,101,0,0,,H.T.Hackney,,,,
05070055515,0,PARADE NAPKINS,1.69,1.16,1,600,101,1,-2,,H.T.Hackney,,,,
08069295012,0,GAUCHO BROWN JERSEY     7,1.49,0.65,1,600,101,1,-27,,H.T.Hackney,,,,
88348471784,0,SURE SOLID DEOD REG     8,2.79,1.72,1,600,101,1,0,,H.T.Hackney,,,,
79255470108,0,LIL E HAIR SPRAY        8,3.69,2.31,1,600,101,0,2,,H.T.Hackney,,,,
73843592333,0,2X BLK VN T,5.63,3.25,1,600,101,0,-476,,Ace Distributors,,,,
73843592312,0,2X WHT RN T,5.63,3,1,600,101,0,-401,,Ace Distributors,,,,
04316890005,0,4pk WHITE BULBS,3.99,1.99,1,600,101,-1,2,,Ace Distributors,,,,
04138800006,0,Blistex Medicated Lip Balm,1.99,0.88,72,600,101,0,62,,Ace Distributors,,,,
59765843243,0,sunglass 9.99,9.99,2.5,1,600,101,0,29,,EZ Holdings,,,,
73843592318,0,XL BLK RN T,5.63,3,1,600,101,0,-348,,Ace Distributors,,,,
08069295040,0,GAUCHO HONEYCOMB #,3.29,1.93,1,600,101,1,2,,H.T.Hackney,,,,
74296101216,0,QCARB ORANGE #,19.99,6.99,1,600,101,1,-1,,Ace Distributors,,,,
63622702471,0,HAIR PICK 3PC,2.49,1.29,1,600,101,-1,0,,Ace Distributors,,,,
07447077874,0,RED DEVILL,2.5,1.63,1,600,101,-1,-17,,Britt's Ind.,,,,
